,Unnamed: 0,title,publication date,subject,journal,DOI,author,abstract,from_database,tfidf_score
814,1781,Creatine Transporter Deficiency Presenting as Autism Spectrum Disorder.,,,Pediatrics,e20193460,,"Autism spectrum disorder (ASD) is the most common disability-causing neurodevelopmental disorder in childhood. Although inborn errors of metabolism (IEM) are rare causes of ASD, they are significant for several reasons, including implications in genetic counseling and determination of prognosis. In this article, we present a 6-year-old boy who presented to us with ASD and was diagnosed with creatine transporter deficiency. Physical and neurologic examination of this patient had not previously raised suspicion of IEM, but twin pregnancy, prematurity, NICU stay due to necrotizing enterocolitis, transient infantile hypotonia, gross-motor delay, breath-holding spells, and a single febrile seizure complicated the history. MRI revealed mild T2-hyperintensity in posterior periventricular white matter. Further evaluation with magnetic resonance spectroscopy, which showed a decreased creatine peak, led to diagnostic investigations for disorders of creatine metabolism, revealing increased urinary creatine:creatinine ratio and a de novo, novel hemizygous frameshift variant in <i>SLC6A8</i> Clinicians are advised to maintain a high index of suspicion for IEM and to evaluate patients with ASD for syndromic features. Although current guidelines from relevant organizations differ in their recommendations regarding the necessity and the extent of metabolic screening in ASD, there is a growing trend toward screening for treatable IEM. In this case report, we present challenges and pitfalls in the diagnostic journey for creatine transporter deficiency and underline the significance of a thorough history and physical examination in the evaluation of a child with ASD.",pubmed,0.5248040471709239
748,1702,Exploring sociodemographic predictors of parents' perceptions about their children's autism and their families' adjustment.,2020-11-23 00:00:00,,Research in developmental disabilities,S0891-4222(20)30243-2,,Diagnostic and treatment disparities exist among sociodemographically diverse families with autism spectrum disorder (ASD). These disparities may be partially explained by the lack of information researchers and providers have regarding the unique experiences of diverse populations.,pubmed,0.521799641242402
950,1937,Spatiotemporal distribution of autism spectrum disorder prevalence among birth cohorts during 2000-2011 in Israel.,2020-06-10 00:00:00,,Annals of epidemiology,S1047-2797(20)30200-3,,Studies indicate an apparent sharp increasing trend in autism spectrum disorder (ASD) incidence and prevalence worldwide. This nationwide study aims at depicting ASD prevalence distribution in Israel in both space and time.,pubmed,0.5214016032739618
610,1546,Prevalence of ADHD and Autism Spectrum Disorder in Children with Hypermobility Spectrum Disorders or Hypermobile Ehlers-Danlos Syndrome: A Retrospective Study.,2021-02-10 00:00:00,,Neuropsychiatric disease and treatment,10.2147/NDT.S290494,,"Hypermobility spectrum disorders (HSD) and hypermobile Ehlers-Danlos syndrome (hEDS) are both characterized by generalized hypermobility, in combination with pain, affected proprioception, and pronounced fatigue. Clinical observation indicates that behavioral problems, hyperactivity, and autistic traits are overrepresented in children with those conditions. The purpose of this retrospective study was to establish the prevalence of attention-deficit/hyperactivity disorder (ADHD) and autism spectrum disorder (ASD) among children with HSD and hEDS treated in our clinic since 2012.",pubmed,0.5211503513240053
939,1926,Gesture Production in Toddlers with Autism Spectrum Disorder.,2020-08-17 00:00:00,,Journal of autism and developmental disorders,10.1007/s10803-020-04647-5,,"Children with Autism Spectrum Disorder (ASD) demonstrate delayed and atypical communication development. These deficits constitute a core criterion for the diagnosis of ASD, though information regarding gestural communication in toddlers with ASD remains limited. The present investigation implemented a robust gesture classification system in order to obtain quantitative measures of gesture production in a cohort of toddlers with ASD (n = 40) and controls (n = 40) during 10-min, play-based interactions with caregivers. Children with ASD produced fewer overall gestures and gesture subtypes compared to controls. The ASD group also displayed atypical patterns of gesture production. These findings highlight the need for evidence-based screening, assessment, and intervention protocols pertaining to gestural communication in toddlers with ASD.",pubmed,0.5208945462947319
308,1197,'Not at the diagnosis point': Dealing with contradiction in autism assessment teams.,2020-10-19 00:00:00,,Social science & medicine (1982),S0277-9536(20)30681-X,,"Social science literature has documented how the concept of diagnosis can be seen as an interactive process, imbued with uncertainty and contradiction, which undermines a straightforward notion of diagnosis as a way to identify underlying biological problems that cause disease. We contribute to this body of work by examining the process of resolving contradiction in autism diagnosis for adults and adolescents. Autism is a useful case study as diagnosis can be a complex and protracted process due to the heterogeneity of symptoms and the necessity to interpret behaviours that may be ambiguous. We audio-recorded and transcribed 18 specialist clinical assessment meetings in four teams in England, covering 88 cases in two adult, one child and one adolescent (14+) setting. We undertook a qualitative analysis of discursive processes and narrative case-building structure utilised by clinicians to counteract contradiction.We identified a three-part interactional pattern which allows clinicians to forward evidence for and against a diagnosis, facilitates their collaborative decision-making process and enables them to build a plausible narrative which accounts for the diagnostic decision. Pragmatism was found to operate as a strategy to help assign diagnosis within a condition which, diagnostically, is permeated by uncertainty and contradiction. Resolution of contradiction from different aspects of the assessment serves to create a narratively-coherent, intelligible clinical entity that is autism.",pubmed,0.5171662654148955
932,1916,"Mortality in 787,666 school pupils with and without autism: A cohort study.",2020-08-24 00:00:00,,Autism : the international journal of research and practice,10.1177/1362361320944037,,"There are few studies on the deaths of children and young people with autism; some studies on children and adults combined suggest that those with autism may have higher death rates than other people. More children are diagnosed with autism than in the past, suggesting that there are now more children with milder autism who have the diagnosis than in the past, so studies in the past might not apply to the current generation of children and young people diagnosed with autism. We examined the rates of death in children and young people in Scotland using recorded information in Scotland's annual pupil census, linked to the National Records of Scotland deaths register, between 2008 and 2015. In total, 9754 (1.2%) out of 787,666 pupils had autism. Six pupils with autism died in the study period, compared with 458 other pupils. This was equivalent to 16 per 100,000 for pupils with autism and 13 per 100,000 pupils without autism; hence, the rate of death was very similar. In the pupils with autism, the most common causes of death were diseases of the nervous system, whereas they were from external causes in the comparison pupils. The autism group had some deaths due to epilepsy which might have been prevented by good quality care. We cautiously conclude that the death rate in the current generation of children and young adults with autism is no higher than for other children, but that even in this high-income country, some deaths could be prevented by high quality care.",pubmed,0.515799200810996
677,1622,Enhancing developmental-behavioral pediatric rotations by teaching residents how to evaluate autism in primary care.,2021-01-05 00:00:00,,Autism : the international journal of research and practice,10.1177/1362361320984313,,"Most physician preparation programs do not provide enough practical experiences in autism-related care. This is especially true for how to assess for and diagnose autism. Without this training, many pediatricians are not well prepared to implement appropriate care for children with autism and their families. We designed a curriculum to improve training for medical residents that involved explicit hands-on training in diagnostic identification and care coordination for toddlers at risk for autism. We collected data to assess whether our enhanced curriculum led to increased comfort level across recommended practice behaviors. Almost all the residents were able to complete the training within their rotation and our surveys indicated significant increases in residents feeling more comfortable identifying symptoms of autism, providing feedback about diagnostic decisions, and effectively connecting families with services. A significant majority of residents considered it appropriate or very appropriate for children to receive a diagnosis solely from a primary care provider. Our results suggest feasibility of the enhanced model, and this project reflects the first step in advancing incorporation of autism training into pediatric residency programs.",pubmed,0.515756823654321
212,1089,Using Wearable Sensor Technology to Measure Motion Complexity in Infants at High Familial Risk for Autism Spectrum Disorder.,2021-01-17 00:00:00,,"Sensors (Basel, Switzerland)",616,,"Motor dysfunction has been reported as one of the first signs of atypical development in infants at high familial risk for autism spectrum disorder (ASD) (HR infants). However, studies have shown inconsistent results regarding the nature of motor dysfunction and whether it can be predictive of later ASD diagnosis. This is likely because current standardized motor assessments may not identify subtle and specific motor impairments that precede clinically observable motor dysfunction. Quantitative measures of motor development may address these limitations by providing objective evaluation of subtle motor differences in infancy.",pubmed,0.5156772514948599
244,1124,Parent-reported feeding and swallowing difficulties of children with Autism Spectrum Disorders (aged 3 to 5 years) compared to typically developing peers: a South African study.,,,African health sciences,10.4314/ahs.v20i1.59,,Research on aspects of neurodevelopment such as feeding and swallowing difficulties in children with Autism Spectrum Disorders (ASD) is limited in low and middle income countries such as South Africa.,pubmed,0.5133148469373507
523,1445,Caution When Screening for Autism among Socially Anxious Youth.,2020-08-07 00:00:00,,Journal of autism and developmental disorders,10.1007/s10803-020-04642-w,,"Social anxiety disorder (SAD) is commonly comorbid with autism spectrum disorder (ASD). Here, in a sample of 86 children and adolescents (M<sub>AGE</sub> = 12.62 years; 68.6% male), 28 of whom were diagnosed with ASD, 34 with SAD, and 24 with comorbid ASD and SAD, we compared parent-reported scores from the Social Responsiveness Scale-Second Edition (SRS-2; Constantino and Gruber in Social Responsiveness Scale (SRS; Constantino and Gruber 2012) to determine the sensitivity and specificity of the measure in cases of differential diagnosis between SAD and ASD. Results suggest that neither the subscales, nor the SRS-2 total score, consistently differed between ASD and SAD. Sensitivity and specificity analyses suggested that the SRS-2 total poorly discriminated ASD from SAD. When screening socially anxious youth for possible ASD, caution should be taken.",pubmed,0.5131310941595637
269,1150,The association between ADHD and physical health: a co-twin control study.,2020-12-28 00:00:00,,Scientific reports,10.1038/s41598-020-78627-1,,"Attention-deficit/hyperactivity disorder (ADHD) has been associated with increased risk for physical comorbidity. This study used a twin cohort to investigate the association between physical diseases and phenotypic variations of ADHD. A twin cohort enriched for ADHD and other neurodevelopmental conditions were analysed. The Attention Problems subscale of the Child Behavior Checklist/Adult Behavior Checklist (CBCL/ABCL-AP) was used to measure the participants' severity of ADHD symptoms. Physical health issues were obtained with a validated questionnaire and were tested in relation to ADHD symptom severity in a co-twin control model. Neurological problems were significantly associated with a diagnosis of ADHD. A conditional model for the analysis of within-twin pair effects revealed an inverse association between digestive problems and the severity of ADHD symptoms, after adjusting for co-existing autism spectrum disorder and ADHD medications. Our findings suggest that individuals with ADHD are susceptible to neurological problems, why a thorough neurological check-up is indicated in clinical practice for this population. In addition, health conditions of digestive system could be considered as a non-shared environmental factor for behavioral phenotypes in ADHD. It supports the possible role of gut-brain axis in the underpinnings of ADHD symptoms, at least for a subgroup of individuals with certain genetic predisposition.",pubmed,0.5130967192359915
636,1577,Cases of inborn errors of metabolism diagnosed in children with autism.,,,Ideggyogyaszati szemle,10.18071/isz.74.0067,,"Autism spectrum disorder is a neurodevelopmental disorder with a heterogeneous presentation, the etiology of which is not clearly elucidated. In recent years, comorbidity has become more evident with the increase in the frequency of autism and diagnostic possibilities of inborn errors of metabolism.",pubmed,0.5127038520249817
971,1961,"The relationship between chronotype, sleep, and autism symptom severity in children with ASD in COVID-19 home confinement period.",2020-08-04 00:00:00,,Chronobiology international,10.1080/07420528.2020.1792485,,"This study aimed to investigate the relationship between chronotype preference/sleep problems and symptom severity of children with Autism spectrum disorder (ASD) during the confinement and social isolation of the COVID-19 outbreak. This study included 46 drug-naive children aged 4-17 y diagnosed with ASD. The Autism Behavior Checklist (AuBC), Children's Sleep Habits Questionnaire (CSHQ), and Children's chronotype questionnaire (CCQ) were filled out before and at the end of the COVID-19 mandated home confinement by the children's parents. Children with ASD during the home confinement reported higher chronotype scores, i.e., eveningness chronotype, sleep problems, and autism symptom scores compared to the normal non-hone confinement state. The chronotype score and sleep problems of children with ASD during the home confinement period varied according to the AuBC score. The sleep problems of the children with ASD during the home confinement period mediated the relationship between chronotype score and severity of autism symptoms. It is essential to validate the role of the mediator effect of sleep problems and chronotype in larger samples of children with ASD with restricted to home confinement during the pandemic period. If sleep problems can be controlled with parental education, pharmacotherapy, and psychotherapeutic interventions, the impact on children with ASD of home confinement can be reduced.",pubmed,0.5124831667395514
74,600,Psychiatric comorbidity associated with co-occurring autism spectrum disorder and substance use disorder,,Developmental and Educational Psychology,,10.1016/j.rasd.2021.101728,"{'given': 'Benjamin M.', 'family': 'Isenberg', 'sequence': 'first', 'affiliation': []}",,crossref,0.5121705717024444
866,1837,Estimation of Alpha-Synuclein Monomer and Oligomer Levels in the Saliva of the Children With Autism Spectrum Disorder: A Possibility for an Early Diagnosis.,2020-08-22 00:00:00,,Cureus,10.7759/cureus.9936,,"Background In degenerative brain diseases like Parkinson's disease (PD), alpha-synuclein (a-syn) can be in its monomeric (a-syn-mono) or toxic oligomeric (a-syn-oligo) or as a total (a-syn-total) forms in the biological body fluids including saliva. Past research has observed major a-syn plasma variations in children with autism spectrum disorder (ASD) pointing toward brain degenerative components in their pathophysiology. No prior study has shown a-syn levels in ASD patients' saliva. Objective  This study estimates the levels of alpha-synuclein monomer (a-syn-mono) and alpha-synuclein oligomer (a-syn-oligo) in the saliva of ASD affected children so that saliva can be a method for detecting disorder. Materials and methods This cross-sectional, multi-center study was conducted in Islamic International Medical College, Autism Resource Centre (ARC), and Step-to-learn Rehabilitation center for the slow learner in Rawalpindi. The research was performed for one year from August 2018 to August 2019. Saliva samples from 80 children (40 ASD affected children, and 40 age- and sex-comparable healthy controls) were collected. Specific anti-alpha-synuclein monomers (anti-a-syn-mono) and anti-alpha-synuclein oligomers (anti-a-syn-oligo) enzyme-linked immunosorbent assay (ELISA) kits analyzed the salivary samples. Mean ± SD were reported for quantitative data. The data between the two groups were compared using an independent t-test. The p-value of ≤ 0.05 was considered statistically significant. Results A total of 80 children were included in the study (n=40 ASD affected, n=40 healthy controls). The age of participating children was between four and eight years. The mean alpha-synuclein monomer level in the saliva of ASD children was 92.03 ± 117.09 pg/ml (p≤0.05), and in healthy subjects was 186.78 ± 239.31 ρg/ml. The levels of alpha-synuclein oligomer in the saliva of patients with ASD children were 0.13 ± 0.05 ng/ml (p<0.001), and in the healthy subjects was 0.33 ± 0.26 ng/ml. Both alpha-synuclein monomer and alpha-synuclein oligomer levels were low in the saliva of ASD children. Conclusion Children with ASD had low levels of alpha-synuclein monomer and oligomer than healthy children which are unique than that of levels found in other degenerative brain diseases.",pubmed,0.5101878282359057
769,1726,Beyond diagnosis: Cross-diagnostic features in canonical resting-state networks in children with neurodevelopmental disorders.,2020-10-27 00:00:00,,NeuroImage. Clinical,S2213-1582(20)30313-2,,"Children with neurodevelopmental disorders (NDDs) share common behavioural manifestations despite distinct categorical diagnostic criteria. Here, we examined canonical resting-state network connectivity in three diagnostic groups (autism spectrum disorder, attention-deficit/hyperactivity disorder and paediatric obsessive-compulsive disorder) and typically developing controls (TD) in a large single-site sample (N = 407), applying diagnosis-based and dimensional approaches to understand underlying neurobiology across NDDs. Each participant's functional network graphs were computed using five graph metrics. In diagnosis-based comparisons, an analysis of covariance was performed to compare all NDDs to TD, followed by pairwise comparisons between NDDs. In the dimensional approach, participants' functional network graphs were correlated with continuous behavioural measures, and a data-driven k-means clustering analysis was applied to determine if subgroups of participants were seen, without diagnostic information having been included. In the diagnosis-based comparisons, children with NDDs did not differ significantly from the TD group and the NDD categorical groups also did not differ significantly from each other, across all graph metrics. In the dimensional, diagnostic-independent approach, however, subcortical functional connectivity was significantly correlated with participants' general adaptive functioning across all participants. The clustering analysis identified an optimal solution of two clusters, and participants assigned in the same data-driven cluster were highly heterogeneous in diagnosis. Neither cluster exclusively contained a specific diagnostic group, nor did NDDs separate cleanly from TDs. Each participant's distance ratio between the two clusters was significantly correlated with general adaptive functioning, social deficits and attentional problems. Our results suggest the neurobiological similarity and dissimilarity between NDDs need to be investigated beyond DSM/ICD-based, behaviourally-defined diagnostic categories.",pubmed,0.5092586327232406
815,1782,Performance of the Autism Observation Scale for Infants with community-ascertained infants showing early signs of autism.,2020-10-22 00:00:00,,Autism : the international journal of research and practice,10.1177/1362361320965397,,"We investigated whether a commonly used research assessment - the Autism Observation Scale for Infants (AOSI) - accurately measures autism behaviours among infants showing early signs of autism identified within the community. The AOSI is often included in studies tracking the development of infants at increased likelihood of autism, such as the infant siblings of diagnosed children. However, the suitability of this measure has not previously been tested with community-referred infants. We administered the AOSI with infants when aged 9 to 14 months and again 6 months later. Our researchers - independent of the AOSI development team and newly trained on this measure - were able to administer the brief interactive assessment and score it accurately. The infants' AOSI scores were linked to their scores on other established and validated clinical assessments, particularly at the second visit when average age was 18 months. Stronger correspondence of AOSI and other scores at this second visit suggests early autism behaviours are better established and more consistent by 18 months of age, even though these infants showed clear enough signs of possible autism to prompt referral to our study around 12 months of age. However, the moderate association of AOSI scores over time suggests that, like infant siblings - who mostly <i>do not</i> develop autism - community-identified infants showing early signs may also have variable developmental pathways in early life.",pubmed,0.5087148097087347
492,1409,"Rethinking ""gold standards"" and ""best practices"" in the assessment of autism.",2020-08-27 00:00:00,,Applied neuropsychology. Child,10.1080/21622965.2020.1809414,,"Failure to correctly diagnosis autism is problematic in both the false-positive and false-negative directions. Diagnosing autism when it is not truly present can direct limited resources away from those who actually need the services, while also creating stress and confusion for individuals and families. In contrast, failure to correctly identify autism when it is indeed present can prevent individuals and families from receiving needed support, including early intervention services. Those familiar with current trends in autism assessment are likely aware of ""gold standards"" involving specific autism tests and ""best practices"" involving multi-disciplinary autism teams. Curiously, these ""gold standard"" and ""best practice"" proclamations have not been adequately scrutinized. The present article aims to address this gap in the literature by (a) discussing the value of autism tests/tools; (b) drawing attention to biasing influences in autism assessment; (c) identifying methodological flaws in ""gold standard"" autism assessment research; and (d) proposing that more assessment, not less, might be better in autism assessment. It is concluded that it is time to rethink ""gold standards"" and ""best practices"" in the assessment of autism.",pubmed,0.5079306649998476
125,977,Emotional Problems in Children of Mothers who had Depression: A Cross-Sectional Study,,Clinical Psychology,,10.1177/0253717621991210,"{'ORCID': 'http://orcid.org/0000-0002-9824-2694', 'authenticated-orcid': False, 'given': 'Kannan', 'family': 'Kallapiran', 'sequence': 'first', 'affiliation': [{'name': 'CAMHS, Perth Children’s Hospital, Mandurah, Australia.'}]}","<jats:sec><jats:title>Background:</jats:title><jats:p> Depression is a highly prevalent mental disorder. Maternal depression can adversely impact perinatal outcomes and child development, and can increase mental disorders for children and adolescents. Understanding the impact could lead to opportunities for early intervention and prevention. </jats:p></jats:sec><jats:sec><jats:title>Methods:</jats:title><jats:p> We selected 29 mothers attending a tertiary care setting for mental health, who had remitted following a depressive episode, and 35 control mothers. They rated their children’s behavior on the strengths and difficulties questionnaire (SDQ) and temperament measurement schedule (TMS). Using a cross-sectional design, we compared the scores on behavior and temperamental characteristics between the two groups. We also studied if the severity of depression correlated with increased behavioral difficulties and evaluated if there were any differences based on gender or age. </jats:p></jats:sec><jats:sec><jats:title>Results:</jats:title><jats:p> Our results suggest no significant difference in behavior and temperament between the two groups. There was a trend for the children of mothers who had depression to have poor emotionality, higher rhythmicity on TMS, and higher peer relatedness based on SDQ scores. There was no correlation between the severity of depression in the mother and the severity of behavior problems. </jats:p></jats:sec><jats:sec><jats:title>Conclusion:</jats:title><jats:p> The lack of significant differences between the two groups could be related to less severe forms of depression, the remission of depression in the mother, the presence of other supportive family members, or elevated problems in the control arm. Further research in this area with a longitudinal design, including mothers with ongoing symptoms and longer-term follow-up, studying the bidirectional influence, is warranted. </jats:p></jats:sec>",crossref,0.5078416293713407
771,1728,The social patterning of autism diagnoses reversed in California between 1992 and 2018.,2020-11-16 00:00:00,,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2015762117,,"As rates of autism diagnosis increased dramatically over the past number of decades, prevalence rates were generally highest among Whites and among those of higher socioeconomic status (SES). Using a unique, population-level dataset, we find that rates of autism diagnosis continued to be on the rise in recent years, but who is diagnosed changed during the study period. Our data consist of birth records of all 13,272,573 children born in the state of California in 1992 through 2016 linked to autism caseload records for January 1992 through November 2019 from California's Department of Developmental Services. California's diagnosed autism incidence rate rose from 0.49 per 1,000 3-6 y olds in 1998 to 3.49 per 1,000 3-6 y olds in 2018, a 612% increase. However, diagnosed incidence rates did not rise uniformly across sociodemographic groups. By 2018, children of Black and Asian mothers were diagnosed at higher rates than children of non-Hispanic White mothers. Furthermore, among children of non-Hispanic White and Asian mothers, children of lower SES were diagnosed at higher rates than children of higher SES. These changes align with sociological theories of health disparities and contain important clues for more fully understanding the autism epidemic.",pubmed,0.5077441797162991
993,1987,DAS-II Cognitive Profiles Are Not Diagnostically Meaningful For Autism: A ROC Analysis.,2020-07-21 00:00:00,,Autism research : official journal of the International Society for Autism Research,10.1002/aur.2336,,"Intelligence assessment is an integral part of a comprehensive autism evaluation. Many past studies have described a cognitive profile of autistic individuals characterized by higher nonverbal than verbal IQ scores. The diagnostic utility of this profile, however, remains unknown. We leveraged receiver operating characteristic methods to determine the sensitivity, specificity, and area under the curve (AUC) of three different IQ profiles in a large sample of children who have an autism spectrum disorder diagnosis (N = 1,228, Simons Simplex Collection) who completed the Differential Ability Scales-Second Edition (DAS-II), School Age compared to the normative sample provided by the DAS-II publisher (N = 2,200). The frequently discussed nonverbal > verbal IQ profile performed near chance at distinguishing ASD from normative individuals (AUC: 0.54, 95% CI [0.52-0.56]), and performed significantly worse for females than males (AUC: females: 0.46 [0.41-0.52]; males: 0.55 [0.53-0.58]). All cognitive profiles showed AUC < 0.56. We conclude that while significant differences between verbal and nonverbal IQ scores exist at the group level, these differences are small in an absolute sense and not meaningful at an individual level. We do not recommend using cognitive profiles to aid in autism diagnostic decision-making. LAY SUMMARY: Some researchers and clinicians have reported an ""autistic cognitive profile"" of higher nonverbal intelligence than verbal intelligence. In an analysis of over 1,000 autistic children, we found that the group's average nonverbal intelligence is usually higher than their verbal intelligence. However, this pattern should not be used by clinicians to make an individual diagnosis of autism because our results show it is not helpful nor accurate.",pubmed,0.5072118004870169
98,810,Stress and distress in New Zealand parents caring for a child with autism spectrum disorder,,Developmental and Educational Psychology,,10.1016/j.ridd.2021.103875,"{'given': 'Daniel', 'family': 'Shepherd', 'sequence': 'first', 'affiliation': []}",,crossref,0.5068531659411438
674,1617,Coaching While Waiting for Autism Spectrum Disorder Assessment: Protocol of a Pilot Feasibility Study for a Randomized Controlled Trial on Occupational Performance Coaching and Service Navigation Support.,2021-01-07 00:00:00,,JMIR research protocols,10.2196/20011,,"In Australia, the average time between a first concern of autism spectrum disorder (ASD) and diagnosis is over 2 years. After referral for assessment, families often wait 6-12 months before their appointment. This can be a time of uncertainty and stress for families. For some families, other forms of assistance are not accessible and thus timely intervention opportunities are missed. There is little evidence about how to provide the best support for children or caregivers while on assessment waiting lists.",pubmed,0.5064452544889728
327,1218,Influence of Neighborhood Environment on Physical Activity Participation among Children with Autism Spectrum Disorder.,2020-11-24 00:00:00,,Autism research : official journal of the International Society for Autism Research,10.1002/aur.2445,,"Despite the positive influence of environmental factors on physical activity (PA) levels of children, further investigation is necessary when considering the unique characteristics of children with autism spectrum disorder (ASD). The purpose of this study was to examine the relationship between neighborhood environment factors and PA among children with ASD by examining the extent to which (a) the built environment, (b) neighborhood safety, and (c) neighborhood support contributes to PA. A secondary data analysis using the 2016 and 2017 combined dataset of the National Survey of Children's Health was used. The total sample included 14,944 children between the ages of 6-17 years; of this, a sample of 494 children had a parent-reported diagnosis of ASD. Multivariate logistic regressions were conducted to explore the unique influences of the above three neighborhood environment factors on PA engagement. Among children with and without ASD, an association was found between feeling safe and engaging in PA, that is, the odds of engaging in PA are greater among children who were safe in their neighborhoods than children who were not in safe neighborhoods. Surprisingly, other neighborhood factors do not have a significant relationship with PA participation among children with ASD at this time. Future studies should consider how to incorporate the support of others and feeling of safety into the neighborhood along with how to improve accessibility of the built environment in order to increase PA for children with ASD. LAY SUMMARY: The results of this study showed that neighborhood factors influence physical activity (PA) among children with ASD differently compared to their peers without ASD. Children with ASD who live in safe neighborhoods are more likely to engage in PA, while other neighborhood factors, such as playgrounds and support, are not associated with an increased likelihood of engaging in PA at this time. Efforts should be made to improve neighborhood accessibility and design in order to increase PA among children with ASD.",pubmed,0.5060469786064771
912,1893,Development of the Macquarie Anxiety Behavioural Scale (MABS): A parent measure to assess anxiety in children and adolescents including young people with autism spectrum disorder.,2020-07-15 00:00:00,,Journal of affective disorders,S0165-0327(20)32473-3,,"This study examined measurement variance for Autism Spectrum Disorder (ASD) in the Spence Children's Anxiety Scale - Parent Form (SCAS-P; Spence, 1999). In addition, we developed and evaluated a new parent report measure for anxiety (Macquarie Anxiety Behavioural Scale; MABS).",pubmed,0.5059475199782992
860,1831,Resting and Functional Pupil Response Metrics Indicate Features of Reward Sensitivity and ASD in Children.,2020-09-25 00:00:00,,Journal of autism and developmental disorders,10.1007/s10803-020-04721-y,,"The current study examined the relationship between quantitative measures of reward and punishment sensitivity, features of autism spectrum disorder (ASD), and resting and functional pupil response metrics across a clinically heterogeneous sample. Scores on a parent-report measure of punishment and reward sensitivity were correlated with ASD features. We also assessed whether pupil measurements could be used as a physiologic correlate of reward sensitivity and predictor of ASD diagnosis. In a logistic regression model, pupil dilation metrics, sex, and IQ, correctly classified 86.3% of participants as having an ASD diagnosis versus not. This research highlights individual differences of reward sensitivity associated with ASD features. Results support the use of pupil metrics and other patient-level variables as predictors of ASD diagnostic status.",pubmed,0.5052276096726849
615,1551,Autism Detection in Children by Combined Use of Gaze Preference and the M-CHAT-R in a Resource-Scarce Setting.,2021-02-16 00:00:00,,Journal of autism and developmental disorders,10.1007/s10803-021-04878-0,,"Most children with autism spectrum disorder (ASD), in resource-limited settings (RLS), are diagnosed after the age of four. Our work confirmed and extended results of Pierce that eye tracking could discriminate between typically developing (TD) children and those with ASD. We demonstrated the initial 15 s was at least as discriminating as the entire video. We evaluated the GP-MCHAT-R, which combines the first 15 s of manually-coded gaze preference (GP) video with M-CHAT-R results on 73 TD children and 28 children with ASD, 36-99 months of age. The GP-MCHAT-R (AUC = 0.89 (95%CI: 0.82-0.95)), performed significantly better than the MCHAT-R (AUC = 0.78 (95%CI: 0.71-0.85)) and gaze preference (AUC = 0.76 (95%CI: 0.64-0.88)) alone. This tool may enable early screening for ASD in RLS.",pubmed,0.5048357548190536
811,1778,Predicting brain age with complex networks: From adolescence to adulthood.,2020-10-21 00:00:00,,NeuroImage,S1053-8119(20)30943-5,,"In recent years, several studies have demonstrated that machine learning and deep learning systems can be very useful to accurately predict brain age. In this work, we propose a novel approach based on complex networks using 1016 T1-weighted MRI brain scans (in the age range 7-64years). We introduce a structural connectivity model of the human brain: MRI scans are divided in rectangular boxes and Pearson's correlation is measured among them in order to obtain a complex network model. Brain connectivity is then characterized through few and easy-to-interpret centrality measures; finally, brain age is predicted by feeding a compact deep neural network. The proposed approach is accurate, robust and computationally efficient, despite the large and heterogeneous dataset used. Age prediction accuracy, in terms of correlation between predicted and actual age r=0.89and Mean Absolute Error MAE =2.19years, compares favorably with results from state-of-the-art approaches. On an independent test set including 262 subjects, whose scans were acquired with different scanners and protocols we found MAE =2.52. The only imaging analysis steps required in the proposed framework are brain extraction and linear registration, hence robust results are obtained with a low computational cost. In addition, the network model provides a novel insight on aging patterns within the brain and specific information about anatomical districts displaying relevant changes with aging.",pubmed,0.504422227209853
426,1331,Cognitive-behavioral family therapy as psychoeducation for adolescents with high-functioning autism spectrum disorders: Aware and Care for my Autistic Traits (ACAT) program study protocol for a pragmatic multisite randomized controlled trial.,2020-09-29 00:00:00,,Trials,10.1186/s13063-020-04750-z,,"One aim of an autism spectrum disorder (ASD) diagnosis is to obtain special support for the disorder, though this does not guarantee practical support. We developed a psychoeducational program using cognitive-behavioral therapy (CBT) and Aware and Care for my Autistic Traits (ACAT) for Japanese adolescents with high-functioning ASD and their parents.",pubmed,0.5024270421536033
